iter	Logloss
360	0.4931260999
361	0.4928739903
362	0.4926069543
363	0.4923711234
364	0.4921735057
365	0.4918731355
366	0.4916958443
367	0.4913293094
368	0.4911205008
369	0.4907701653
370	0.4905582782
371	0.4901996781
372	0.489978938
373	0.4895614532
374	0.4891303343
375	0.4887050785
376	0.4883458179
377	0.4880860417
378	0.487908253
379	0.4877371854
380	0.4874643751
381	0.4872267474
382	0.4869352019
383	0.4865734421
384	0.4864004156
385	0.4861478809
386	0.4860220871
387	0.4858676671
388	0.4856547177
389	0.485270847
390	0.4851018549
391	0.4848710939
392	0.4846177341
393	0.4843032437
394	0.4841277606
395	0.483816378
396	0.4833632559
397	0.4830909572
398	0.4828931162
399	0.4827212746
400	0.4825095399
401	0.4823187093
402	0.4820058085
403	0.4815652106
404	0.4813895771
405	0.4811433831
406	0.4809679056
407	0.480751869
408	0.4803696862
409	0.4801817338
410	0.4796767922
411	0.4793691172
412	0.4790548611
413	0.4787754987
414	0.4783524164
415	0.4781645273
416	0.4779799197
417	0.4774117897
418	0.4771509778
419	0.4768889666
420	0.4767067545
421	0.4764225716
422	0.4761401936
423	0.4759936136
424	0.4758453234
425	0.4756777885
426	0.4753934416
427	0.4751723618
428	0.4748739099
429	0.4746987339
430	0.4744711007
431	0.4742977166
432	0.4741461097
433	0.4740218264
434	0.4737890468
435	0.4736279113
436	0.4734570146
437	0.4732399548
438	0.4730476228
439	0.4728368393
440	0.4726198597
441	0.4722701331
442	0.4720674971
443	0.4718286024
444	0.4716472188
445	0.47123746
446	0.4710540927
447	0.4709370583
448	0.4707022314
449	0.4705635571
450	0.4703827666
451	0.4701819092
452	0.4700059201
453	0.4698070319
454	0.4696664206
455	0.4693752277
456	0.4692717543
457	0.4690837371
458	0.4688939466
459	0.4688100595
460	0.4686212349
461	0.4684311487
462	0.4681866342
463	0.467997282
464	0.4677679634
465	0.4676353741
466	0.467424336
467	0.4673214501
468	0.4672021181
469	0.4669570363
470	0.4667910124
471	0.4666057029
472	0.4664453534
473	0.4663129697
474	0.466222019
475	0.4661221527
476	0.4659050129
477	0.4656626416
478	0.4655007378
479	0.4650955624
480	0.4649973001
481	0.46469239
482	0.4645104785
483	0.4643960902
484	0.464248675
485	0.4639950076
486	0.4638445692
487	0.4636913843
488	0.4634182807
489	0.4632407027
490	0.462957324
491	0.4628421637
492	0.4627202548
493	0.4625761219
494	0.4623497076
495	0.4621664478
496	0.4620456882
497	0.4618675567
498	0.461729771
499	0.4615987214
500	0.461478178
501	0.4612712298
502	0.461036119
503	0.4608497169
504	0.4606405715
505	0.4604529528
506	0.4603079609
507	0.4600923642
508	0.4598448313
509	0.4597296686
510	0.4595962339
511	0.4595127799
512	0.4593681415
513	0.4591880717
514	0.459051624
515	0.4588432538
516	0.4586965276
517	0.4584965111
518	0.458141092
519	0.4579632085
520	0.4578587159
521	0.4576295268
522	0.4574457913
523	0.4572618759
524	0.4570294875
525	0.4569124277
526	0.4567061119
527	0.4564845435
528	0.4563214665
529	0.4561217482
530	0.4560138229
531	0.4558674377
532	0.4556726381
533	0.4554718105
534	0.455217559
535	0.455057793
536	0.4549133096
537	0.4548076616
538	0.4545965774
539	0.4543853828
540	0.4540947114
541	0.4539443025
542	0.4538014301
543	0.4534073685
544	0.4533166433
545	0.4531726226
546	0.4530042602
547	0.4528398426
548	0.4526804445
549	0.4525673787
550	0.4523699319
551	0.452050852
552	0.4519495415
553	0.4516383501
554	0.4514916494
555	0.4512538209
556	0.4510429509
557	0.4509470388
558	0.4508550318
559	0.4506345481
560	0.4504487825
561	0.4502861547
562	0.4501849514
563	0.450059391
564	0.4499269359
565	0.4497302378
566	0.4493900123
567	0.4489044465
568	0.448598322
569	0.4484364006
570	0.4480138812
571	0.4478182609
572	0.4476519595
573	0.447547179
574	0.4473763012
575	0.4471628696
576	0.4469805515
577	0.4467463002
578	0.4466718177
579	0.4464817552
580	0.4463242692
581	0.4461310261
582	0.4460005991
583	0.4458226816
584	0.4456192489
585	0.4454082804
586	0.4452385565
587	0.4450715443
588	0.444957275
589	0.4448127966
590	0.4447181519
591	0.4446028686
592	0.4445210997
593	0.4443012351
594	0.4441790223
595	0.4440661066
596	0.4439484674
597	0.4437445722
598	0.4433377903
599	0.4432315062
600	0.4431016166
601	0.4429066712
602	0.4427687272
603	0.442444672
604	0.4422284753
605	0.4419191166
606	0.4417500061
607	0.4416112898
608	0.4414223831
609	0.4413420862
610	0.4412348033
611	0.4410882236
612	0.4408615965
613	0.4407588632
614	0.4405736587
615	0.4404286008
616	0.4402918119
617	0.4401806552
618	0.4400154112
619	0.4398885029
620	0.4398071625
621	0.439629579
622	0.4395367108
623	0.4394346608
624	0.43930572
625	0.4392223244
626	0.4390659287
627	0.4390069375
628	0.4387721952
629	0.4386960932
630	0.4385443356
631	0.4384620629
632	0.4383719408
633	0.4382820133
634	0.4381486358
635	0.4379995077
636	0.4378813394
637	0.437742922
638	0.4375467512
639	0.4372479606
640	0.4370935641
641	0.4369868878
642	0.4368837126
643	0.4367924125
644	0.4366170782
645	0.436455324
646	0.4363315491
647	0.4361534912
648	0.4358202607
649	0.4356785586
650	0.4355505653
651	0.4354081336
652	0.4352673282
653	0.4350489516
654	0.4349362508
655	0.434803837
656	0.4347376645
657	0.4346547352
658	0.4344823966
659	0.4343284309
660	0.4341848561
661	0.4340147258
662	0.4338207383
663	0.4336621186
664	0.4335596212
665	0.4334843925
666	0.433385634
667	0.4331925114
668	0.4330687836
669	0.432874374
670	0.4327991185
671	0.4326214365
672	0.4325073292
673	0.4322792413
674	0.4321308543
675	0.4319562734
676	0.4318983287
677	0.4317390221
678	0.431568373
679	0.4314304286
680	0.4312673617
681	0.4310892117
682	0.4308856767
683	0.4307602802
684	0.4304019912
685	0.4302593147
686	0.4301931576
687	0.4300407019
688	0.429854205
689	0.429578018
690	0.4294573324
691	0.4293012965
692	0.4291448401
693	0.4289878734
694	0.4288978733
695	0.4288039734
696	0.4287014233
697	0.4284857128
698	0.4284314403
699	0.4283267238
700	0.4281688385
701	0.4280165439
702	0.4279354755
703	0.4278232211
704	0.4275842032
705	0.4274731136
706	0.4273639103
707	0.4271502607
708	0.4270931835
709	0.4269596489
710	0.4267638465
711	0.426590754
712	0.4264990739
713	0.4264261061
714	0.4262462734
715	0.4260455279
716	0.4258949711
717	0.4256545709
718	0.425503581
719	0.4253719413
720	0.4251860744
721	0.4250674274
722	0.4248769118
723	0.4247572376
724	0.4246081204
725	0.4244386544
726	0.4242361734
727	0.4241568202
728	0.4239483245
729	0.4237697103
730	0.4236454033
731	0.4235708282
732	0.4232329469
733	0.4230646907
734	0.4230047746
735	0.4228404953
736	0.4224833044
737	0.4223349976
738	0.4222409559
739	0.4220644248
740	0.4219295427
741	0.4217532586
742	0.4215936422
743	0.4214075359
744	0.421296136
745	0.421177799
746	0.421004819
747	0.4209040262
748	0.4207301342
749	0.4205226887
750	0.4203459441
751	0.4202288479
752	0.4200537957
753	0.4198898292
754	0.4196812862
755	0.4195625627
756	0.4193691183
757	0.4193000909
758	0.41907774
759	0.4189966991
760	0.4189086032
761	0.4187755917
762	0.418601715
763	0.4185160392
764	0.4184359228
765	0.4183632458
766	0.4181861187
767	0.4180998024
768	0.4179500209
769	0.4177233766
770	0.4175909879
771	0.4174881627
772	0.4173535467
773	0.4172410495
774	0.4171092144
775	0.4169727419
776	0.4168404458
777	0.4167160664
778	0.4166367027
779	0.4164516442
780	0.4162765365
781	0.415937126
782	0.4158877347
783	0.4158127939
784	0.4156321827
785	0.4154670367
786	0.4152845285
787	0.4151016508
788	0.4149909193
789	0.4148604513
790	0.4147628107
791	0.4146208636
792	0.414493007
793	0.414333268
794	0.4142135286
795	0.414036695
796	0.4139248871
797	0.4138697861
798	0.4135546228
799	0.4133921127
800	0.4132763351
801	0.413188679
802	0.4130195398
803	0.4128575499
804	0.4127784121
805	0.4126132786
806	0.4124126971
807	0.4123350086
808	0.4121355601
809	0.4120163423
810	0.4119277013
811	0.4118000284
812	0.411647379
813	0.4114752488
814	0.4113102772
815	0.4112054644
816	0.4110497466
817	0.4109302448
818	0.4108054695
819	0.4107678355
820	0.4106886911
821	0.4105649474
822	0.4104755099
823	0.4102529213
824	0.4100796036
825	0.4099398595
826	0.4098647145
827	0.4097777635
828	0.409626424
829	0.4094764559
830	0.4093479234
831	0.4092154102
832	0.4091187871
833	0.4089902716
834	0.4088863255
835	0.4088083756
836	0.4087229721
837	0.408575935
838	0.4084513474
839	0.4083116298
840	0.4081802261
841	0.4079921439
842	0.4078488959
843	0.4076759666
844	0.4076030696
845	0.407456214
846	0.407341429
847	0.4072043605
848	0.4070790987
849	0.4070146518
850	0.4068807799
851	0.4067690259
852	0.4065925581
853	0.4064684991
854	0.4063541693
855	0.4062595538
856	0.4061153501
857	0.4060659444
858	0.4059577878
859	0.405876814
860	0.4057076032
861	0.405587887
862	0.4055228844
863	0.4053799263
864	0.4052853646
865	0.4051720988
866	0.4050251096
867	0.4049125725
868	0.4047557303
869	0.4046557548
870	0.404583677
871	0.4044535334
872	0.4043085902
873	0.4041909959
874	0.4040803486
875	0.4039308644
876	0.4038142103
877	0.4036945872
878	0.4035699282
879	0.4034557475
880	0.4034000788
881	0.4032928111
882	0.4032035455
883	0.4030987991
884	0.4029878739
885	0.4028923863
886	0.4027662924
887	0.4023901541
888	0.4023098489
889	0.4022265258
890	0.402109076
891	0.4019602432
892	0.4018293517
893	0.4017530319
894	0.4016736478
895	0.4015097066
896	0.401261639
897	0.401059444
898	0.4010031972
899	0.4009239726
900	0.4008318661
901	0.4007097906
902	0.4006057784
903	0.4005049458
904	0.4004183636
905	0.400367966
906	0.4002175511
907	0.4001434451
908	0.400039764
909	0.3998962671
910	0.3997417144
911	0.3995888481
912	0.3995483718
913	0.3993735949
914	0.3991328245
915	0.3989813362
916	0.3988947697
917	0.3987708953
918	0.398623798
919	0.3985065749
920	0.3984145296
921	0.3983040906
922	0.3982415886
923	0.398154161
924	0.3980661089
925	0.3978912966
926	0.3977933055
927	0.3977414048
928	0.3976614201
929	0.3975654437
930	0.3975086879
931	0.3974198015
932	0.3972884996
933	0.3971851011
934	0.3970529213
935	0.3969585835
936	0.3967993098
937	0.3965986594
938	0.3965099855
939	0.3963529261
940	0.3962888547
941	0.3961923713
942	0.3960959205
943	0.3960153194
944	0.3959233319
945	0.3958266463
946	0.395750037
947	0.3956829409
948	0.3955770335
949	0.3954956867
950	0.3954131739
951	0.3953122658
952	0.3952167174
953	0.395161974
954	0.395087976
955	0.3949928571
956	0.3948433478
957	0.3947077051
958	0.3944907586
959	0.3944320858
960	0.3943738983
961	0.3941209665
962	0.3939987144
963	0.393939661
964	0.3938269767
965	0.3937020026
966	0.3935244202
967	0.3934531473
968	0.3933414481
969	0.3932275889
970	0.3931685665
971	0.3931129734
972	0.3930681457
973	0.3929866025
974	0.392846978
975	0.3927600231
976	0.3926636875
977	0.3925086686
978	0.3924265015
979	0.3923041629
980	0.39221017
981	0.3920255201
982	0.3919102334
983	0.3918485157
984	0.3917772798
985	0.3916685524
986	0.391579209
987	0.3914953612
988	0.3914074547
989	0.3913017396
990	0.3912177584
991	0.3911611964
992	0.391060533
993	0.3909369078
994	0.3907775562
995	0.3906779724
996	0.3906251847
997	0.3905898576
998	0.3904642408
999	0.39035787
